train_loss,valid_loss
0.696719,0.694982
0.688321,0.695162
0.696184,0.695861
0.685846,0.698132
0.679680,0.700001
0.673609,0.702060
0.672365,0.704664
0.651599,0.703091
0.642466,0.710354
0.632228,0.709891
0.622454,0.706422
0.612598,0.697297
0.609745,0.695777
0.627455,0.698105
0.628287,0.698383
0.639414,0.700847
0.628859,0.702337
0.617049,0.702547
0.637670,0.702522
0.621707,0.702527
