train_loss,valid_loss
0.633204,0.633375
0.651106,0.633311
0.632677,0.705551
0.636718,0.700015
0.628210,0.632522
0.633320,0.631333
0.641815,0.671911
0.636630,0.652218
0.627343,0.649274
0.634114,0.630493
0.646034,0.636315
0.611129,0.632871
0.615558,0.623056
0.601805,0.620813
0.603103,0.612863
0.597477,0.623557
0.590058,0.607004
0.572578,0.605924
0.560600,0.604636
0.567062,0.604611
