train_loss,valid_loss
0.521080,0.551156
0.519796,0.548646
0.519236,0.548436
0.519294,0.546021
0.518880,0.549411
0.518532,0.547826
0.519288,0.548972
0.517931,0.552243
0.516762,0.547514
0.516361,0.546356
0.515641,0.548564
0.514808,0.549650
0.514448,0.551659
0.512778,0.554888
0.512788,0.553167
0.511558,0.552026
0.511799,0.553751
0.510315,0.553073
0.510995,0.552352
0.510014,0.552492
