train_loss,valid_loss
0.561028,0.610446
0.544833,0.650615
0.541347,0.689202
0.536933,0.633681
0.531975,0.616499
0.523862,0.584928
0.518625,0.577927
0.517338,0.570700
0.516128,0.575867
0.515702,0.564129
0.515503,0.566560
0.515510,0.562648
0.514402,0.568019
0.514201,0.566974
0.513608,0.568632
0.513157,0.570656
0.513016,0.566622
0.512634,0.566389
0.512532,0.567247
0.512281,0.567278
