train_loss,valid_loss
0.690602,0.687537
0.625582,0.659352
0.538193,0.557103
0.505562,0.451058
0.433057,0.408343
0.412932,0.397735
0.395396,0.383390
0.391394,0.382939
0.379247,0.380706
0.401960,0.381538
